OBSERVATION_ID,OBSERVATION_DATE,OBSERVATION_YEAR,OBSERVATION_MONTH,DAY_OF_YEAR,SPECIES_ID,COMMON_NAME,SCIENTIFIC_NAME,PLANT_GROUP,PHENOPHASE_NAME,PHENOPHASE_ID,OBSERVATION_TYPE,OBSERVATION_COMMENT,LATITUDE,LONGITUDE,SITE_ID,SITE_NAME,SITE_CITY,SITE_STATE,SITE_COMMENT,OBSERVER_ID
37051,2014-10-12,2014,10,285,224,Shagbark hickory,Carya ovata,occ_trees,Leaves Unfolding (Late),113,Single,,36.840697,-87.900507,13565,logging road,Cadiz,KY,,23343
37052,2014-10-12,2014,10,285,224,Shagbark hickory,Carya ovata,occ_trees,Leaves Changing Color (Middle),122,Single,,36.840697,-87.900507,13565,logging road,Cadiz,KY,,23343
37053,2014-10-12,2014,10,285,224,Shagbark hickory,Carya ovata,occ_trees,Leaves Dropping (Early),131,Single,,36.840697,-87.900507,13565,logging road,Cadiz,KY,,23343
37054,2014-10-12,2014,10,285,224,Shagbark hickory,Carya ovata,occ_trees,Flowers (None),140,Single,,36.840697,-87.900507,13565,logging road,Cadiz,KY,,23343
37055,2014-10-12,2014,10,285,224,Shagbark hickory,Carya ovata,occ_trees,Fruit (Middle),152,Single,,36.840697,-87.900507,13565,logging road,Cadiz,KY,,23343
37056,2014-10-10,2014,10,283,6,Eastern redcedar,Juniperus virginiana,occ_conifers,First Needles,511,Single,,36.840697,-87.900507,13566,logging road,Cadiz,KY,,23343
37057,2014-10-10,2014,10,283,6,Eastern redcedar,Juniperus virginiana,occ_conifers,Pollen (None),520,Single,,36.840697,-87.900507,13566,logging road,Cadiz,KY,,23343
37058,2014-10-10,2014,10,283,6,Eastern redcedar,Juniperus virginiana,occ_conifers,Fruit (Late),533,Single,,36.840697,-87.900507,13566,logging road,Cadiz,KY,,23343
37059,2014-10-11,2014,10,284,6,Eastern redcedar,Juniperus virginiana,occ_conifers,First Needles,511,Single,,36.840697,-87.900507,13567,logging road,Cadiz,KY,,23343
37060,2014-10-11,2014,10,284,6,Eastern redcedar,Juniperus virginiana,occ_conifers,Pollen (None),520,Single,,36.840697,-87.900507,13567,logging road,Cadiz,KY,,23343
37061,2014-10-11,2014,10,284,6,Eastern redcedar,Juniperus virginiana,occ_conifers,Fruit (Late),533,Single,,36.840697,-87.900507,13567,logging road,Cadiz,KY,,23343
37062,2014-10-12,2014,10,285,6,Eastern redcedar,Juniperus virginiana,occ_conifers,First Needles,511,Single,,36.840697,-87.900507,13568,logging road,Cadiz,KY,,23343
37063,2014-10-12,2014,10,285,6,Eastern redcedar,Juniperus virginiana,occ_conifers,Pollen (None),520,Single,,36.840697,-87.900507,13568,logging road,Cadiz,KY,,23343
37064,2014-10-12,2014,10,285,6,Eastern redcedar,Juniperus virginiana,occ_conifers,Fruit (Late),533,Single,,36.840697,-87.900507,13568,logging road,Cadiz,KY,,23343
37065,2014-10-13,2014,10,286,85,Northern red oak,Quercus rubra,occ_trees,Leaves Unfolding (None),110,Single,,37.45307,-86.89822,13570,"Neighbor (Side) ",Hartford,KY,,23194
37066,2014-10-13,2014,10,286,85,Northern red oak,Quercus rubra,occ_trees,Leaves Changing Color (Early),121,Single,,37.45307,-86.89822,13570,"Neighbor (Side) ",Hartford,KY,,23194
37067,2014-10-13,2014,10,286,85,Northern red oak,Quercus rubra,occ_trees,Leaves Dropping (Early),131,Single,,37.45307,-86.89822,13570,"Neighbor (Side) ",Hartford,KY,,23194
37068,2014-10-13,2014,10,286,85,Northern red oak,Quercus rubra,occ_trees,Flowers (None),140,Single,,37.45307,-86.89822,13570,"Neighbor (Side) ",Hartford,KY,,23194
37069,2014-10-13,2014,10,286,85,Northern red oak,Quercus rubra,occ_trees,Fruit (None),150,Single,,37.45307,-86.89822,13570,"Neighbor (Side) ",Hartford,KY,,23194
37070,2014-10-13,2014,10,286,59,Red maple,Acer rubrum,occ_trees,Leaves Unfolding (None),110,Single,,37.45307,-86.89822,13571,backyard,Hartford,KY,,23194
37071,2014-10-13,2014,10,286,59,Red maple,Acer rubrum,occ_trees,Leaves Changing Color (Early),121,Single,,37.45307,-86.89822,13571,backyard,Hartford,KY,,23194
37072,2014-10-13,2014,10,286,59,Red maple,Acer rubrum,occ_trees,Leaves Dropping (Early),131,Single,,37.45307,-86.89822,13571,backyard,Hartford,KY,,23194
37073,2014-10-13,2014,10,286,59,Red maple,Acer rubrum,occ_trees,Flowers (None),140,Single,,37.45307,-86.89822,13571,backyard,Hartford,KY,,23194
37074,2014-10-13,2014,10,286,59,Red maple,Acer rubrum,occ_trees,Fruit (None),150,Single,,37.45307,-86.89822,13571,backyard,Hartford,KY,,23194
37075,2014-10-13,2014,10,286,38,Quaking aspen,Populus tremuloides,occ_trees,Leaves Unfolding (None),110,Single,,37.45307,-86.89822,13572,"Neighbor (across) ",Hartford,KY,,23194
37076,2014-10-13,2014,10,286,38,Quaking aspen,Populus tremuloides,occ_trees,Leaves Changing Color (Early),121,Single,,37.45307,-86.89822,13572,"Neighbor (across) ",Hartford,KY,,23194
37077,2014-10-13,2014,10,286,38,Quaking aspen,Populus tremuloides,occ_trees,Leaves Dropping (Early),131,Single,,37.45307,-86.89822,13572,"Neighbor (across) ",Hartford,KY,,23194
37078,2014-10-13,2014,10,286,38,Quaking aspen,Populus tremuloides,occ_trees,Flowers (None),140,Single,,37.45307,-86.89822,13572,"Neighbor (across) ",Hartford,KY,,23194
37079,2014-10-13,2014,10,286,38,Quaking aspen,Populus tremuloides,occ_trees,Fruit (None),150,Single,,37.45307,-86.89822,13572,"Neighbor (across) ",Hartford,KY,,23194
37080,2014-10-06,2014,10,279,123,Obedient plant,Physostegia virginiana,wildflowers_herbs,First Ripe Fruit,23,Regular,,35.8992,-79.0323,11085,FRC 7D,Chapel Hill,NC,,15160
37081,2014-10-13,2014,10,286,8846,Norway Maple,Acer platanoides,occ_trees,Leaves Unfolding (None),110,Single,,41.87659,-71.3338,13573,"Pam's House",Seekonk,MA,,22995
37082,2014-10-13,2014,10,286,8846,Norway Maple,Acer platanoides,occ_trees,Leaves Changing Color (None),120,Single,,41.87659,-71.3338,13573,"Pam's House",Seekonk,MA,,22995
37083,2014-10-13,2014,10,286,8846,Norway Maple,Acer platanoides,occ_trees,Leaves Dropping (None),130,Single,,41.87659,-71.3338,13573,"Pam's House",Seekonk,MA,,22995
37084,2014-10-13,2014,10,286,8846,Norway Maple,Acer platanoides,occ_trees,Flowers (None),140,Single,,41.87659,-71.3338,13573,"Pam's House",Seekonk,MA,,22995
37085,2014-10-13,2014,10,286,8846,Norway Maple,Acer platanoides,occ_trees,Fruit (Middle),152,Single,,41.87659,-71.3338,13573,"Pam's House",Seekonk,MA,,22995
37086,2014-10-13,2014,10,286,63,Tulip poplar,Liriodendron tulipifera,deciduous,50% Leaf Fall,48,Regular,"Very windy , leaves coming down heavily.",35.119698,-86.289432,13196,Lexie,Belvidere,TN,,23090
37087,2014-10-13,2014,10,286,8847,Mulberry,,occ_trees,Leaves Unfolding (None),110,Single,,40,-100,13574,1961,Holyoke,MA,,23057
37088,2014-10-13,2014,10,286,8847,Mulberry,,occ_trees,Leaves Changing Color (None),120,Single,,40,-100,13574,1961,Holyoke,MA,,23057
37089,2014-10-13,2014,10,286,8847,Mulberry,,occ_trees,Leaves Dropping (Early),131,Single,,40,-100,13574,1961,Holyoke,MA,,23057
37090,2014-10-13,2014,10,286,8847,Mulberry,,occ_trees,Flowers (None),140,Single,,40,-100,13574,1961,Holyoke,MA,,23057
37091,2014-10-13,2014,10,286,8847,Mulberry,,occ_trees,Fruit (None),150,Single,,40,-100,13574,1961,Holyoke,MA,,23057
37092,2014-10-13,2014,10,286,8848,Ash Tree,Fraxinus sp,occ_trees,Leaves Unfolding (None),110,Single,,40,-100,13575,Home,Belchertown,MA,,22952
37093,2014-10-13,2014,10,286,8848,Ash Tree,Fraxinus sp,occ_trees,Leaves Changing Color (Late),123,Single,,40,-100,13575,Home,Belchertown,MA,,22952
37094,2014-10-13,2014,10,286,8848,Ash Tree,Fraxinus sp,occ_trees,Leaves Dropping (Late),133,Single,,40,-100,13575,Home,Belchertown,MA,,22952
37095,2014-10-13,2014,10,286,8848,Ash Tree,Fraxinus sp,occ_trees,Flowers (None),140,Single,,40,-100,13575,Home,Belchertown,MA,,22952
37096,2014-10-13,2014,10,286,8848,Ash Tree,Fraxinus sp,occ_trees,Fruit (None),150,Single,,40,-100,13575,Home,Belchertown,MA,,22952
37097,2014-09-02,2014,9,245,59,Red maple,Acer rubrum,occ_trees,Leaves Unfolding (Middle),112,Single,,42.65937,-71.406605,13578,"IACS right of irigation house red maple ",Tyngsborough,MA,,23396
37098,2014-09-02,2014,9,245,59,Red maple,Acer rubrum,occ_trees,Leaves Changing Color (None),120,Single,,42.65937,-71.406605,13578,"IACS right of irigation house red maple ",Tyngsborough,MA,,23396
37099,2014-09-02,2014,9,245,59,Red maple,Acer rubrum,occ_trees,Leaves Dropping (None),130,Single,,42.65937,-71.406605,13578,"IACS right of irigation house red maple ",Tyngsborough,MA,,23396
37100,2014-09-02,2014,9,245,59,Red maple,Acer rubrum,occ_trees,Flowers (None),140,Single,,42.65937,-71.406605,13578,"IACS right of irigation house red maple ",Tyngsborough,MA,,23396
37101,2014-09-02,2014,9,245,59,Red maple,Acer rubrum,occ_trees,Fruit (None),150,Single,,42.65937,-71.406605,13578,"IACS right of irigation house red maple ",Tyngsborough,MA,,23396
37102,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Leaves Unfolding (Late),113,Single,,42.65862,-71.40814,13579,"IACS right of irigation house red maple ",Tyngsborough,MA,,23396
37103,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Leaves Changing Color (Late),123,Single,,42.65862,-71.40814,13579,"IACS right of irigation house red maple ",Tyngsborough,MA,,23396
37104,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Leaves Dropping (Middle),132,Single,,42.65862,-71.40814,13579,"IACS right of irigation house red maple ",Tyngsborough,MA,,23396
37105,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Flowers (None),140,Single,,42.65862,-71.40814,13579,"IACS right of irigation house red maple ",Tyngsborough,MA,,23396
37106,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Fruit (None),150,Single,,42.65862,-71.40814,13579,"IACS right of irigation house red maple ",Tyngsborough,MA,,23396
37107,2014-10-14,2014,10,287,51,Eastern white pine,Pinus strobus,occ_conifers,First Needles (None),510,Single,,42.657025,-71.408819,13581,IACS,Tyngsboro,MA,,23399
37108,2014-10-14,2014,10,287,51,Eastern white pine,Pinus strobus,occ_conifers,Pollen (None),520,Single,,42.657025,-71.408819,13581,IACS,Tyngsboro,MA,,23399
37109,2014-10-14,2014,10,287,51,Eastern white pine,Pinus strobus,occ_conifers,Fruit (None),530,Single,,42.657025,-71.408819,13581,IACS,Tyngsboro,MA,,23399
37110,2014-09-02,2014,9,245,51,Eastern white pine,Pinus strobus,occ_conifers,First Needles (None),510,Single,,42.656403,-71.408129,13580,IACS pond,Tyngsborough,MA,,23397
37111,2014-09-02,2014,9,245,51,Eastern white pine,Pinus strobus,occ_conifers,Pollen (None),520,Single,,42.656403,-71.408129,13580,IACS pond,Tyngsborough,MA,,23397
37112,2014-09-02,2014,9,245,51,Eastern white pine,Pinus strobus,occ_conifers,Fruit (Middle),532,Single,,42.656403,-71.408129,13580,IACS pond,Tyngsborough,MA,,23397
37113,2014-09-02,2014,9,245,51,Eastern white pine,Pinus strobus,occ_conifers,First Needles (None),510,Single,A few missing branches and some without needles,42.657025,-71.408819,13582,IACS,Tyngsboro,MA,,23399
37114,2014-09-02,2014,9,245,51,Eastern white pine,Pinus strobus,occ_conifers,Pollen (None),520,Single,A few missing branches and some without needles,42.657025,-71.408819,13582,IACS,Tyngsboro,MA,,23399
37115,2014-09-02,2014,9,245,51,Eastern white pine,Pinus strobus,occ_conifers,Fruit (None),530,Single,A few missing branches and some without needles,42.657025,-71.408819,13582,IACS,Tyngsboro,MA,,23399
37116,2014-10-14,2014,10,287,51,Eastern white pine,Pinus strobus,occ_conifers,First Needles (None),510,Single,,42.656498,-71.408215,13583,IACS pond,Tyngsborough,MA,,23397
37117,2014-10-14,2014,10,287,51,Eastern white pine,Pinus strobus,occ_conifers,Pollen (None),520,Single,,42.656498,-71.408215,13583,IACS pond,Tyngsborough,MA,,23397
37118,2014-10-14,2014,10,287,51,Eastern white pine,Pinus strobus,occ_conifers,Fruit (None),530,Single,,42.656498,-71.408215,13583,IACS pond,Tyngsborough,MA,,23397
37119,2014-10-14,2014,10,287,148,Black cherry,Prunus serotina,occ_trees,Leaves Unfolding (Late),113,Single,,42.659212,-71.408966,13584,IACS Freedom Hill,Tyngsborough,MA,,23403
37120,2014-10-14,2014,10,287,148,Black cherry,Prunus serotina,occ_trees,Leaves Changing Color (Early),121,Single,,42.659212,-71.408966,13584,IACS Freedom Hill,Tyngsborough,MA,,23403
37121,2014-10-14,2014,10,287,148,Black cherry,Prunus serotina,occ_trees,Leaves Dropping (Early),131,Single,,42.659212,-71.408966,13584,IACS Freedom Hill,Tyngsborough,MA,,23403
37122,2014-10-14,2014,10,287,148,Black cherry,Prunus serotina,occ_trees,Flowers (None),140,Single,,42.659212,-71.408966,13584,IACS Freedom Hill,Tyngsborough,MA,,23403
37123,2014-10-14,2014,10,287,148,Black cherry,Prunus serotina,occ_trees,Fruit (None),150,Single,,42.659212,-71.408966,13584,IACS Freedom Hill,Tyngsborough,MA,,23403
37124,2014-10-14,2014,10,287,51,Eastern white pine,Pinus strobus,occ_conifers,First Needles (None),510,Single,,42.656967,-71.40842,13588,Innovation Academy Charter School pond,Tyngsborough,MA,,23402
37125,2014-10-14,2014,10,287,51,Eastern white pine,Pinus strobus,occ_conifers,Pollen (None),520,Single,,42.656967,-71.40842,13588,Innovation Academy Charter School pond,Tyngsborough,MA,,23402
37126,2014-10-14,2014,10,287,51,Eastern white pine,Pinus strobus,occ_conifers,Fruit (None),530,Single,,42.656967,-71.40842,13588,Innovation Academy Charter School pond,Tyngsborough,MA,,23402
37127,2014-09-02,2014,9,245,148,Black cherry,Prunus serotina,occ_trees,Leaves Unfolding (Late),113,Single,,42.659212,-71.408966,13589,IACS Freedom Hill,Tyngsborough,MA,,23403
37128,2014-09-02,2014,9,245,148,Black cherry,Prunus serotina,occ_trees,Leaves Changing Color (None),120,Single,,42.659212,-71.408966,13589,IACS Freedom Hill,Tyngsborough,MA,,23403
37129,2014-09-02,2014,9,245,148,Black cherry,Prunus serotina,occ_trees,Leaves Dropping (None),130,Single,,42.659212,-71.408966,13589,IACS Freedom Hill,Tyngsborough,MA,,23403
37130,2014-09-02,2014,9,245,148,Black cherry,Prunus serotina,occ_trees,Flowers (None),140,Single,,42.659212,-71.408966,13589,IACS Freedom Hill,Tyngsborough,MA,,23403
37131,2014-09-02,2014,9,245,148,Black cherry,Prunus serotina,occ_trees,Fruit (None),150,Single,,42.659212,-71.408966,13589,IACS Freedom Hill,Tyngsborough,MA,,23403
37132,2014-10-14,2014,10,287,220,Sugar maple,Acer saccharum,occ_trees,Leaves Unfolding (Late),113,Single,,42.656789,-71.40847,13586,Ryan and Victorias Tee <3,Tyngsborough,MA,,23404
37133,2014-10-14,2014,10,287,220,Sugar maple,Acer saccharum,occ_trees,Leaves Changing Color (Late),123,Single,,42.656789,-71.40847,13586,Ryan and Victorias Tee <3,Tyngsborough,MA,,23404
37134,2014-10-14,2014,10,287,220,Sugar maple,Acer saccharum,occ_trees,Leaves Dropping (Middle),132,Single,,42.656789,-71.40847,13586,Ryan and Victorias Tee <3,Tyngsborough,MA,,23404
37135,2014-10-14,2014,10,287,220,Sugar maple,Acer saccharum,occ_trees,Flowers (None),140,Single,,42.656789,-71.40847,13586,Ryan and Victorias Tee <3,Tyngsborough,MA,,23404
37136,2014-10-14,2014,10,287,220,Sugar maple,Acer saccharum,occ_trees,Fruit (None),150,Single,,42.656789,-71.40847,13586,Ryan and Victorias Tee <3,Tyngsborough,MA,,23404
37137,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Leaves Unfolding (Late),113,Single,,42.657129,-71.408837,13587,The dark forest,Tyngsborough,MA,,23400
37138,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Leaves Changing Color (Middle),122,Single,,42.657129,-71.408837,13587,The dark forest,Tyngsborough,MA,,23400
37139,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Leaves Dropping (Middle),132,Single,,42.657129,-71.408837,13587,The dark forest,Tyngsborough,MA,,23400
37140,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Flowers (None),140,Single,,42.657129,-71.408837,13587,The dark forest,Tyngsborough,MA,,23400
37141,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Fruit (None),150,Single,,42.657129,-71.408837,13587,The dark forest,Tyngsborough,MA,,23400
37142,2014-09-02,2014,9,245,59,Red maple,Acer rubrum,occ_trees,Leaves Unfolding (Late),113,Single,,42.65862,-71.40814,13585,IACS,Tyngsborough,MA,,23401
37143,2014-09-02,2014,9,245,59,Red maple,Acer rubrum,occ_trees,Leaves Changing Color (None),120,Single,,42.65862,-71.40814,13585,IACS,Tyngsborough,MA,,23401
37144,2014-09-02,2014,9,245,59,Red maple,Acer rubrum,occ_trees,Leaves Dropping (None),130,Single,,42.65862,-71.40814,13585,IACS,Tyngsborough,MA,,23401
37145,2014-09-02,2014,9,245,59,Red maple,Acer rubrum,occ_trees,Flowers (None),140,Single,,42.65862,-71.40814,13585,IACS,Tyngsborough,MA,,23401
37146,2014-09-02,2014,9,245,59,Red maple,Acer rubrum,occ_trees,Fruit (None),150,Single,,42.65862,-71.40814,13585,IACS,Tyngsborough,MA,,23401
37147,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Leaves Unfolding (Late),113,Single,,42.65862,-71.40814,13592,IACS,Tyngsborough,MA,,23401
37148,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Leaves Changing Color (Late),123,Single,,42.65862,-71.40814,13592,IACS,Tyngsborough,MA,,23401
37149,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Leaves Dropping (Middle),132,Single,,42.65862,-71.40814,13592,IACS,Tyngsborough,MA,,23401
37150,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Flowers (None),140,Single,,42.65862,-71.40814,13592,IACS,Tyngsborough,MA,,23401
37151,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Fruit (None),150,Single,,42.65862,-71.40814,13592,IACS,Tyngsborough,MA,,23401
37152,2014-10-14,2014,10,287,73,Balsam poplar,Populus balsamifera,occ_trees,Leaves Unfolding (Late),113,Single,,42.65937,-71.40702,13591,IACS Pond,Tyngsborough,MA,,23406
37153,2014-10-14,2014,10,287,73,Balsam poplar,Populus balsamifera,occ_trees,Leaves Changing Color (Early),121,Single,,42.65937,-71.40702,13591,IACS Pond,Tyngsborough,MA,,23406
37154,2014-10-14,2014,10,287,73,Balsam poplar,Populus balsamifera,occ_trees,Leaves Dropping (Early),131,Single,,42.65937,-71.40702,13591,IACS Pond,Tyngsborough,MA,,23406
37155,2014-10-14,2014,10,287,73,Balsam poplar,Populus balsamifera,occ_trees,Flowers (None),140,Single,,42.65937,-71.40702,13591,IACS Pond,Tyngsborough,MA,,23406
37156,2014-10-14,2014,10,287,73,Balsam poplar,Populus balsamifera,occ_trees,Fruit (None),150,Single,,42.65937,-71.40702,13591,IACS Pond,Tyngsborough,MA,,23406
37157,2014-09-02,2014,9,245,59,Red maple,Acer rubrum,occ_trees,Leaves Unfolding (Late),113,Single,,42.657129,-71.408966,13593,The dark forest,Tyngsborough,MA,,23400
37158,2014-09-02,2014,9,245,59,Red maple,Acer rubrum,occ_trees,Leaves Changing Color (None),120,Single,,42.657129,-71.408966,13593,The dark forest,Tyngsborough,MA,,23400
37159,2014-09-02,2014,9,245,59,Red maple,Acer rubrum,occ_trees,Leaves Dropping (None),130,Single,,42.657129,-71.408966,13593,The dark forest,Tyngsborough,MA,,23400
37160,2014-09-02,2014,9,245,59,Red maple,Acer rubrum,occ_trees,Flowers (None),140,Single,,42.657129,-71.408966,13593,The dark forest,Tyngsborough,MA,,23400
37161,2014-09-02,2014,9,245,59,Red maple,Acer rubrum,occ_trees,Fruit (None),150,Single,,42.657129,-71.408966,13593,The dark forest,Tyngsborough,MA,,23400
37162,2014-09-02,2014,9,245,51,Eastern white pine,Pinus strobus,occ_conifers,First Needles (None),510,Single,,42.656967,-71.40842,13594,Innovation Academy Charter School pond,Tyngsborough,MA,,23402
37163,2014-09-02,2014,9,245,51,Eastern white pine,Pinus strobus,occ_conifers,Pollen (None),520,Single,,42.656967,-71.40842,13594,Innovation Academy Charter School pond,Tyngsborough,MA,,23402
37164,2014-09-02,2014,9,245,51,Eastern white pine,Pinus strobus,occ_conifers,Fruit (None),530,Single,,42.656967,-71.40842,13594,Innovation Academy Charter School pond,Tyngsborough,MA,,23402
37165,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Leaves Unfolding (Late),113,Single,Meow,42.3933,-71.2431,13590,Le Dark Forest,Tyngsborough,MA,,23405
37166,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Leaves Changing Color (Middle),122,Single,Meow,42.3933,-71.2431,13590,Le Dark Forest,Tyngsborough,MA,,23405
37167,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Leaves Dropping (Middle),132,Single,Meow,42.3933,-71.2431,13590,Le Dark Forest,Tyngsborough,MA,,23405
37168,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Flowers (None),140,Single,Meow,42.3933,-71.2431,13590,Le Dark Forest,Tyngsborough,MA,,23405
37169,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Fruit (None),150,Single,Meow,42.3933,-71.2431,13590,Le Dark Forest,Tyngsborough,MA,,23405
37170,2014-09-02,2014,9,245,220,Sugar maple,Acer saccharum,occ_trees,Leaves Unfolding (Middle),112,Single,,42.656791,-71.408474,13595,Ryan and Victorias Tee <3,Tyngsborough,MA,,23404
37171,2014-09-02,2014,9,245,220,Sugar maple,Acer saccharum,occ_trees,Leaves Changing Color (Early),121,Single,,42.656791,-71.408474,13595,Ryan and Victorias Tee <3,Tyngsborough,MA,,23404
37172,2014-09-02,2014,9,245,220,Sugar maple,Acer saccharum,occ_trees,Leaves Dropping (Early),131,Single,,42.656791,-71.408474,13595,Ryan and Victorias Tee <3,Tyngsborough,MA,,23404
37173,2014-09-02,2014,9,245,220,Sugar maple,Acer saccharum,occ_trees,Flowers (None),140,Single,,42.656791,-71.408474,13595,Ryan and Victorias Tee <3,Tyngsborough,MA,,23404
37174,2014-09-02,2014,9,245,220,Sugar maple,Acer saccharum,occ_trees,Fruit (None),150,Single,,42.656791,-71.408474,13595,Ryan and Victorias Tee <3,Tyngsborough,MA,,23404
37175,2014-09-02,2014,9,245,73,Balsam poplar,Populus balsamifera,occ_trees,Leaves Unfolding (Late),113,Single,,42.65937,-71.40702,13596,IACS Pond,Tyngsborough,MA,,23406
37176,2014-09-02,2014,9,245,73,Balsam poplar,Populus balsamifera,occ_trees,Leaves Changing Color (None),120,Single,,42.65937,-71.40702,13596,IACS Pond,Tyngsborough,MA,,23406
37177,2014-09-02,2014,9,245,73,Balsam poplar,Populus balsamifera,occ_trees,Leaves Dropping (None),130,Single,,42.65937,-71.40702,13596,IACS Pond,Tyngsborough,MA,,23406
37178,2014-09-02,2014,9,245,73,Balsam poplar,Populus balsamifera,occ_trees,Flowers (None),140,Single,,42.65937,-71.40702,13596,IACS Pond,Tyngsborough,MA,,23406
37179,2014-09-02,2014,9,245,73,Balsam poplar,Populus balsamifera,occ_trees,Fruit (None),150,Single,,42.65937,-71.40702,13596,IACS Pond,Tyngsborough,MA,,23406
37180,2014-10-14,2014,10,287,40,Bigleaf maple,Acer macrophyllum,occ_trees,Leaves Unfolding (None),110,Single,The leaves are completely yellow and most are falling. Its such a pretty tree.,40,-100,13597,"Roxy's New Tree",Cummington,MA,,23050
37181,2014-10-14,2014,10,287,40,Bigleaf maple,Acer macrophyllum,occ_trees,Leaves Changing Color (Late),123,Single,The leaves are completely yellow and most are falling. Its such a pretty tree.,40,-100,13597,"Roxy's New Tree",Cummington,MA,,23050
37182,2014-10-14,2014,10,287,40,Bigleaf maple,Acer macrophyllum,occ_trees,Leaves Dropping (Late),133,Single,The leaves are completely yellow and most are falling. Its such a pretty tree.,40,-100,13597,"Roxy's New Tree",Cummington,MA,,23050
37183,2014-10-14,2014,10,287,40,Bigleaf maple,Acer macrophyllum,occ_trees,Flowers (None),140,Single,The leaves are completely yellow and most are falling. Its such a pretty tree.,40,-100,13597,"Roxy's New Tree",Cummington,MA,,23050
37184,2014-10-14,2014,10,287,40,Bigleaf maple,Acer macrophyllum,occ_trees,Fruit (None),150,Single,The leaves are completely yellow and most are falling. Its such a pretty tree.,40,-100,13597,"Roxy's New Tree",Cummington,MA,,23050
37185,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Leaves Unfolding (Late),113,Single,,42.65862,-71.40814,13598,iacs pond,Tyngsborough,MA,,23407
37186,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Leaves Changing Color (Late),123,Single,,42.65862,-71.40814,13598,iacs pond,Tyngsborough,MA,,23407
37187,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Leaves Dropping (Middle),132,Single,,42.65862,-71.40814,13598,iacs pond,Tyngsborough,MA,,23407
37188,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Flowers (None),140,Single,,42.65862,-71.40814,13598,iacs pond,Tyngsborough,MA,,23407
37189,2014-10-14,2014,10,287,59,Red maple,Acer rubrum,occ_trees,Fruit (None),150,Single,,42.65862,-71.40814,13598,iacs pond,Tyngsborough,MA,,23407
37190,2014-10-14,2014,10,287,7,Apple,Malus pumila,occ_trees,Leaves Unfolding (None),110,Single,,45.33902,-122.62147,13599,School Garden,Oregon City,OR,,23393
37191,2014-10-14,2014,10,287,7,Apple,Malus pumila,occ_trees,Leaves Changing Color (Middle),122,Single,,45.33902,-122.62147,13599,School Garden,Oregon City,OR,,23393
37192,2014-10-14,2014,10,287,7,Apple,Malus pumila,occ_trees,Leaves Dropping (Middle),132,Single,,45.33902,-122.62147,13599,School Garden,Oregon City,OR,,23393
37193,2014-10-14,2014,10,287,7,Apple,Malus pumila,occ_trees,Flowers (None),140,Single,,45.33902,-122.62147,13599,School Garden,Oregon City,OR,,23393
37194,2014-10-14,2014,10,287,7,Apple,Malus pumila,occ_trees,Fruit (Late),153,Single,,45.33902,-122.62147,13599,School Garden,Oregon City,OR,,23393
37195,2014-10-11,2014,10,284,8849,Norway Maple,Acer platanoides,occ_trees,Leaves Unfolding (None),110,Single,,42.414823,-72.562942,13604,Front Yard,Hadley,MA,,23051
37196,2014-10-11,2014,10,284,8849,Norway Maple,Acer platanoides,occ_trees,Leaves Changing Color (None),120,Single,,42.414823,-72.562942,13604,Front Yard,Hadley,MA,,23051
37197,2014-10-11,2014,10,284,8849,Norway Maple,Acer platanoides,occ_trees,Leaves Dropping (None),130,Single,,42.414823,-72.562942,13604,Front Yard,Hadley,MA,,23051
37198,2014-10-11,2014,10,284,8849,Norway Maple,Acer platanoides,occ_trees,Flowers (None),140,Single,,42.414823,-72.562942,13604,Front Yard,Hadley,MA,,23051
37199,2014-10-11,2014,10,284,8849,Norway Maple,Acer platanoides,occ_trees,Fruit (None),150,Single,,42.414823,-72.562942,13604,Front Yard,Hadley,MA,,23051
